vg_image_id	vg_image_name	vg_object_id	vg_obj_name	bbox_xywh	vg_synset	vg_cat
2329630	2329630.jpg	2964069	sofa	[0, 84, 500, 291]	furnishing.n.02	instrumentality, instrumentation
2329632	2329632.jpg	974186	pizza	[50, 149, 222, 179]	dish.n.02	food, nutrient
2329643	2329643.jpg	3010521	giraffe	[173, 193, 155, 223]	ungulate.n.01	animal
2329647	2329647.jpg	3447010	dog	[28, 323, 330, 175]	dog.n.01	animal
2329663	2329663.jpg	2972701	boy	[267, 26, 219, 462]	male_child.n.01	person
2329667	2329667.jpg	2856374	woman	[38, 13, 224, 315]	woman.n.01	person
2329675	2329675.jpg	2760758	boy	[203, 14, 141, 319]	male_child.n.01	person
2329686	2329686.jpg	3092822	woman	[107, 37, 198, 267]	woman.n.01	person
2329690	2329690.jpg	3326931	boy	[220, 75, 258, 193]	male_child.n.01	person
2329691	2329691.jpg	3143223	carpet	[0, 190, 499, 142]	furnishing.n.02	instrumentality, instrumentation
2329699	2329699.jpg	3056565	horse	[30, 90, 326, 247]	horse.n.01	animal
2329700	2329700.jpg	2775379	horse	[80, 173, 348, 241]	horse.n.01	animal
2329702	2329702.jpg	3326547	rice	[72, 48, 231, 158]	foodstuff.n.02	food, nutrient
2329706	2329706.jpg	3014310	train	[29, 39, 377, 295]	train.n.01	vehicle
2329707	2329707.jpg	3153564	counter	[0, 233, 371, 97]	furnishing.n.02	instrumentality, instrumentation
2329719	2329719.jpg	3418604	man	[345, 20, 154, 324]	man.n.01	person
2329728	2329728.jpg	2880966	giraffe	[225, 11, 167, 317]	ungulate.n.01	animal
2329732	2329732.jpg	3672315	giraffe	[72, 64, 250, 401]	ungulate.n.01	animal
2329744	2329744.jpg	974060	table	[91, 196, 250, 173]	furnishing.n.02	instrumentality, instrumentation
2329748	2329748.jpg	3015876	couch	[0, 179, 500, 195]	furnishing.n.02	instrumentality, instrumentation
2329755	2329755.jpg	3454073	jacket	[0, 165, 214, 234]	overgarment.n.01	article of clothing
2329759	2329759.jpg	3725360	boy	[32, 96, 226, 340]	male_child.n.01	person
2329761	2329761.jpg	2806155	giraffe	[27, 0, 102, 333]	ungulate.n.01	animal
2329762	2329762.jpg	3147867	counter	[225, 190, 276, 183]	furnishing.n.02	instrumentality, instrumentation
2329773	2329773.jpg	3037131	jacket	[24, 74, 165, 189]	overgarment.n.01	article of clothing
2329777	2329777.jpg	3487774	boy	[23, 125, 252, 374]	male_child.n.01	person
2329780	2329780.jpg	2774978	couch	[0, 0, 501, 281]	furnishing.n.02	instrumentality, instrumentation
2329791	2329791.jpg	3795751	jacket	[0, 296, 247, 202]	overgarment.n.01	article of clothing
2329805	2329805.jpg	3320973	horse	[64, 68, 268, 342]	horse.n.01	animal
2329811	2329811.jpg	3456362	truck	[107, 87, 343, 167]	truck.n.01	vehicle
2329812	2329812.jpg	3067699	dress	[129, 152, 204, 346]	dress.n.01	article of clothing
2329813	2329813.jpg	2766381	boat	[0, 25, 237, 198]	boat.n.01	vehicle
2329817	2329817.jpg	3466560	shirt	[33, 105, 174, 230]	shirt.n.01	article of clothing
2329819	2329819.jpg	3327157	wheelchair	[121, 158, 184, 194]	furnishing.n.02	instrumentality, instrumentation
2329822	2329822.jpg	2734516	palace	[0, 0, 374, 270]	house.n.01	structure, construction
2329823	2329823.jpg	2982002	airplane	[0, 35, 500, 263]	aircraft.n.01	vehicle
2329828	2329828.jpg	3095385	bridge	[30, 16, 469, 251]	bridge.n.01	structure, construction
2329829	2329829.jpg	3406802	couch	[0, 122, 487, 252]	furnishing.n.02	instrumentality, instrumentation
2329837	2329837.jpg	3153425	train	[23, 0, 475, 306]	train.n.01	vehicle
2329841	2329841.jpg	3458194	batter	[260, 67, 169, 189]	athlete.n.01	person
2329849	2329849.jpg	3335855	curtain	[143, 37, 243, 156]	furnishing.n.02	instrumentality, instrumentation
2329852	2329852.jpg	3724678	desk	[2, 197, 481, 196]	furnishing.n.02	instrumentality, instrumentation
2329855	2329855.jpg	3266243	woman	[82, 52, 320, 322]	woman.n.01	person
2329862	2329862.jpg	3319640	guy	[0, 1, 264, 330]	man.n.01	person
2329865	2329865.jpg	973848	carpet	[0, 318, 374, 182]	furnishing.n.02	instrumentality, instrumentation
2329867	2329867.jpg	3367335	desk	[0, 225, 501, 149]	furnishing.n.02	instrumentality, instrumentation
2329872	2329872.jpg	2724826	bottle	[89, 7, 141, 483]	vessel.n.03	instrumentality, instrumentation
2329879	2329879.jpg	3371610	bridge	[0, 61, 421, 438]	bridge.n.01	structure, construction
2329880	2329880.jpg	3252355	boat	[129, 0, 338, 290]	boat.n.01	vehicle
2329897	2329897.jpg	3205097	pizza	[40, 0, 391, 227]	dish.n.02	food, nutrient
2329902	2329902.jpg	3934795	dress	[92, 212, 177, 260]	dress.n.01	article of clothing
2329903	2329903.jpg	3934790	man	[249, 91, 161, 190]	man.n.01	person
2329905	2329905.jpg	3415994	cup	[72, 30, 223, 173]	crockery.n.01	tableware
2329915	2329915.jpg	3724169	shirt	[0, 263, 354, 111]	shirt.n.01	article of clothing
2329925	2329925.jpg	2850695	desk	[7, 143, 493, 133]	furnishing.n.02	instrumentality, instrumentation
2329930	2329930.jpg	3188375	pizza	[40, 50, 398, 299]	dish.n.02	food, nutrient
2329938	2329938.jpg	3084132	man	[100, 113, 201, 386]	man.n.01	person
2329939	2329939.jpg	3206559	boy	[128, 74, 149, 258]	male_child.n.01	person
2329949	2329949.jpg	3275682	cake	[60, 191, 324, 140]	baked_goods.n.01	food, solid food
2329956	2329956.jpg	2802513	cat	[0, 0, 350, 373]	feline.n.01	animal
2329966	2329966.jpg	3111486	woman	[166, 106, 194, 366]	woman.n.01	person
2329968	2329968.jpg	3132421	cheese	[9, 36, 488, 376]	foodstuff.n.02	food, nutrient
2329969	2329969.jpg	2960918	train	[140, 135, 288, 159]	train.n.01	vehicle
2329975	2329975.jpg	3085649	car	[43, 117, 456, 96]	car.n.01	vehicle
2329982	2329982.jpg	3370436	table	[0, 226, 498, 146]	furnishing.n.02	instrumentality, instrumentation
2329989	2329989.jpg	2806560	boat	[30, 125, 412, 199]	boat.n.01	vehicle
2330002	2330002.jpg	973743	desk	[1, 134, 498, 240]	furnishing.n.02	instrumentality, instrumentation
2330005	2330005.jpg	973703	car	[107, 110, 305, 263]	car.n.01	vehicle
2330012	2330012.jpg	2833516	giraffe	[190, 73, 155, 260]	ungulate.n.01	animal
2330030	2330030.jpg	973685	giraffe	[135, 129, 159, 262]	ungulate.n.01	animal
2330035	2330035.jpg	3462995	lady	[40, 41, 218, 383]	woman.n.01	person
2330047	2330047.jpg	3336073	bench	[37, 1, 449, 277]	furnishing.n.02	instrumentality, instrumentation
2330048	2330048.jpg	3142839	cat	[342, 0, 156, 250]	feline.n.01	animal
2330053	2330053.jpg	2846438	chair	[46, 169, 195, 205]	furnishing.n.02	instrumentality, instrumentation
2330056	2330056.jpg	2973968	zebra	[222, 59, 266, 234]	ungulate.n.01	animal
2330057	2330057.jpg	3660907	counter	[0, 103, 500, 200]	furnishing.n.02	instrumentality, instrumentation
2330068	2330068.jpg	973594	boy	[139, 65, 220, 379]	male_child.n.01	person
2330069	2330069.jpg	2903566	motorbike	[69, 30, 376, 282]	motorcycle.n.01	vehicle
2330073	2330073.jpg	3682964	plane	[10, 36, 484, 146]	aircraft.n.01	vehicle
2330077	2330077.jpg	2825137	cat	[2, 41, 346, 458]	feline.n.01	animal
2330080	2330080.jpg	3163666	bird	[6, 60, 322, 265]	bird.n.01	animal
2330086	2330086.jpg	3723137	counter	[0, 224, 364, 274]	furnishing.n.02	instrumentality, instrumentation
2330091	2330091.jpg	3531958	shirt	[333, 107, 167, 172]	shirt.n.01	article of clothing
2330135	2330135.jpg	2755332	horse	[0, 172, 168, 262]	horse.n.01	animal
2330136	2330136.jpg	2990581	bench	[337, 57, 163, 343]	furnishing.n.02	instrumentality, instrumentation
2330138	2330138.jpg	3286181	lady	[63, 89, 201, 241]	woman.n.01	person
2330140	2330140.jpg	3393374	horse	[4, 23, 261, 238]	horse.n.01	animal
2330141	2330141.jpg	2793503	counter	[0, 34, 500, 238]	furnishing.n.02	instrumentality, instrumentation
2330146	2330146.jpg	3381954	man	[64, 75, 165, 251]	man.n.01	person
2330152	2330152.jpg	2947362	bun	[9, 44, 238, 427]	baked_goods.n.01	food, solid food
2330154	2330154.jpg	3402538	bench	[84, 180, 321, 146]	furnishing.n.02	instrumentality, instrumentation
2330160	2330160.jpg	2864133	desk	[1, 146, 489, 228]	furnishing.n.02	instrumentality, instrumentation
2330165	2330165.jpg	3024458	table	[75, 221, 424, 153]	furnishing.n.02	instrumentality, instrumentation
2330166	2330166.jpg	973496	bed	[17, 130, 450, 244]	furnishing.n.02	instrumentality, instrumentation
2330167	2330167.jpg	973460	mouse	[27, 134, 305, 199]	rodent.n.01	animal
2330169	2330169.jpg	3050646	woman	[23, 32, 460, 301]	woman.n.01	person
2330170	2330170.jpg	2705853	boat	[0, 99, 197, 223]	boat.n.01	vehicle
2330173	2330173.jpg	2827464	dog	[0, 69, 170, 305]	dog.n.01	animal
2330175	2330175.jpg	3151343	bed	[0, 148, 292, 153]	furnishing.n.02	instrumentality, instrumentation
2330177	2330177.jpg	2862186	zebra	[0, 25, 469, 303]	ungulate.n.01	animal
2330180	2330180.jpg	2865581	automobile	[138, 0, 360, 279]	car.n.01	vehicle
2330184	2330184.jpg	3512535	cat	[71, 102, 306, 114]	feline.n.01	animal
2330188	2330188.jpg	3239411	giraffe	[0, 32, 430, 343]	ungulate.n.01	animal
2330189	2330189.jpg	2858839	table	[0, 228, 306, 146]	furnishing.n.02	instrumentality, instrumentation
2330197	2330197.jpg	2832004	man	[169, 60, 185, 231]	man.n.01	person
2330200	2330200.jpg	973370	cat	[287, 17, 212, 264]	feline.n.01	animal
2330204	2330204.jpg	3393974	bench	[74, 167, 378, 129]	furnishing.n.02	instrumentality, instrumentation
2330205	2330205.jpg	3050163	boy	[182, 129, 167, 204]	male_child.n.01	person
2330207	2330207.jpg	3338933	bread	[62, 110, 383, 221]	baked_goods.n.01	food, solid food
2330217	2330217.jpg	3154130	t-shirt	[39, 262, 175, 202]	shirt.n.01	article of clothing
2330218	2330218.jpg	3095335	dog	[109, 49, 289, 283]	dog.n.01	animal
2330220	2330220.jpg	3722251	man	[241, 12, 258, 429]	man.n.01	person
2330239	2330239.jpg	3486753	bed	[0, 60, 498, 274]	furnishing.n.02	instrumentality, instrumentation
2330251	2330251.jpg	2886604	dress	[135, 137, 212, 194]	dress.n.01	article of clothing
2330254	2330254.jpg	3175951	plane	[70, 134, 430, 97]	aircraft.n.01	vehicle
2330256	2330256.jpg	3009373	shirt	[297, 147, 202, 186]	shirt.n.01	article of clothing
2330259	2330259.jpg	3063212	boy	[142, 147, 295, 203]	male_child.n.01	person
2330261	2330261.jpg	3062183	bowl	[0, 144, 250, 163]	vessel.n.03	instrumentality, instrumentation
2330262	2330262.jpg	2920480	plane	[59, 71, 441, 161]	aircraft.n.01	vehicle
2330276	2330276.jpg	3011991	horse	[18, 86, 328, 269]	horse.n.01	animal
2330289	2330289.jpg	2822303	train	[20, 66, 410, 234]	train.n.01	vehicle
2330292	2330292.jpg	3271282	train	[42, 117, 357, 163]	train.n.01	vehicle
2330302	2330302.jpg	3250510	blender	[244, 19, 151, 313]	kitchen_utensil.n.01	instrumentality, instrumentation
2330307	2330307.jpg	3046195	bird	[126, 59, 374, 316]	bird.n.01	animal
2330308	2330308.jpg	3464810	woman	[46, 0, 451, 373]	woman.n.01	person
2330309	2330309.jpg	3266908	shirt	[303, 12, 196, 320]	shirt.n.01	article of clothing
2330311	2330311.jpg	2856546	puppy	[232, 111, 218, 243]	dog.n.01	animal
2330313	2330313.jpg	3014137	truck	[0, 0, 499, 141]	truck.n.01	vehicle
2330314	2330314.jpg	3186530	cake	[47, 108, 239, 229]	baked_goods.n.01	food, solid food
2330316	2330316.jpg	2837921	counter	[2, 54, 498, 317]	furnishing.n.02	instrumentality, instrumentation
2330318	2330318.jpg	2779833	cat	[0, 101, 260, 315]	feline.n.01	animal
2330319	2330319.jpg	3301391	bed	[97, 0, 402, 374]	furnishing.n.02	instrumentality, instrumentation
2330328	2330328.jpg	3481843	horse	[212, 0, 287, 278]	horse.n.01	animal
2330335	2330335.jpg	2718338	zebra	[159, 57, 339, 213]	ungulate.n.01	animal
2330336	2330336.jpg	3236289	giraffe	[194, 70, 306, 269]	ungulate.n.01	animal
2330337	2330337.jpg	2749820	zebra	[191, 54, 243, 294]	ungulate.n.01	animal
2330338	2330338.jpg	3113318	bench	[104, 272, 257, 162]	furnishing.n.02	instrumentality, instrumentation
2330350	2330350.jpg	2785243	van	[83, 0, 335, 314]	truck.n.01	vehicle
2330365	2330365.jpg	2804143	jacket	[70, 109, 162, 224]	overgarment.n.01	article of clothing
2330368	2330368.jpg	3391481	couch	[0, 219, 501, 155]	furnishing.n.02	instrumentality, instrumentation
2330370	2330370.jpg	973116	plane	[10, 93, 490, 197]	aircraft.n.01	vehicle
2330372	2330372.jpg	2821079	donut	[0, 25, 322, 262]	baked_goods.n.01	food, solid food
2330381	2330381.jpg	2813138	sofa	[0, 176, 397, 181]	furnishing.n.02	instrumentality, instrumentation
2330382	2330382.jpg	3390251	plane	[4, 67, 491, 131]	aircraft.n.01	vehicle
2330383	2330383.jpg	2848526	plane	[79, 104, 412, 178]	aircraft.n.01	vehicle
2330387	2330387.jpg	973045	plane	[0, 104, 500, 275]	aircraft.n.01	vehicle
2330394	2330394.jpg	3151102	vegetable	[122, 123, 264, 209]	vegetable.n.01	food, nutrient
2330403	2330403.jpg	2976394	horse	[100, 52, 399, 279]	horse.n.01	animal
2330405	2330405.jpg	3292526	bridge	[0, 24, 501, 96]	bridge.n.01	structure, construction
2330408	2330408.jpg	2833819	sheep	[1, 157, 247, 217]	ungulate.n.01	animal
2330414	2330414.jpg	3023200	horse	[124, 90, 285, 167]	horse.n.01	animal
2330418	2330418.jpg	2823535	train	[77, 76, 236, 193]	train.n.01	vehicle
2330419	2330419.jpg	973008	train	[187, 77, 313, 115]	train.n.01	vehicle
2330420	2330420.jpg	3127696	horse	[0, 51, 296, 323]	horse.n.01	animal
2330427	2330427.jpg	3348676	salad	[57, 27, 319, 260]	dish.n.02	food, nutrient
2330440	2330440.jpg	3333086	cow	[0, 0, 276, 306]	ungulate.n.01	animal
2330441	2330441.jpg	3201491	man	[186, 13, 160, 225]	man.n.01	person
2330449	2330449.jpg	2823558	coat	[313, 127, 186, 205]	overgarment.n.01	article of clothing
2330450	2330450.jpg	972989	motorcycle	[18, 55, 327, 339]	motorcycle.n.01	vehicle
2330451	2330451.jpg	3475986	bridge	[11, 208, 492, 130]	bridge.n.01	structure, construction
2330457	2330457.jpg	3098537	couch	[135, 248, 354, 122]	furnishing.n.02	instrumentality, instrumentation
2330458	2330458.jpg	2766820	carpet	[0, 208, 347, 164]	furnishing.n.02	instrumentality, instrumentation
2330472	2330472.jpg	3177539	couch	[3, 234, 272, 139]	furnishing.n.02	instrumentality, instrumentation
2330476	2330476.jpg	3329841	pizza	[0, 100, 373, 362]	dish.n.02	food, nutrient
2330492	2330492.jpg	3074250	goat	[189, 186, 264, 146]	ungulate.n.01	animal
2330493	2330493.jpg	3196536	cat	[77, 68, 417, 246]	feline.n.01	animal
2330497	2330497.jpg	2843165	curtain	[311, 48, 189, 205]	furnishing.n.02	instrumentality, instrumentation
2330509	2330509.jpg	2909992	house	[237, 37, 243, 214]	house.n.01	structure, construction
2330516	2330516.jpg	2797395	bird	[98, 122, 184, 206]	bird.n.01	animal
2330517	2330517.jpg	2790064	airplane	[0, 206, 498, 120]	aircraft.n.01	vehicle
2330521	2330521.jpg	3643337	gravy	[128, 151, 261, 193]	foodstuff.n.02	food, nutrient
2330524	2330524.jpg	3019616	counter	[1, 268, 330, 128]	furnishing.n.02	instrumentality, instrumentation
2330529	2330529.jpg	3477696	counter	[0, 162, 500, 186]	furnishing.n.02	instrumentality, instrumentation
2330535	2330535.jpg	3217989	giraffe	[232, 24, 164, 307]	ungulate.n.01	animal
2330547	2330547.jpg	3415121	car	[42, 21, 447, 312]	car.n.01	vehicle
2330553	2330553.jpg	2926925	bowl	[239, 125, 260, 249]	vessel.n.03	instrumentality, instrumentation
2330569	2330569.jpg	2723435	bread	[8, 20, 303, 405]	baked_goods.n.01	food, solid food
2330572	2330572.jpg	3457371	child	[295, 102, 149, 230]	child.n.01	person
2330573	2330573.jpg	2821317	boat	[68, 187, 430, 82]	boat.n.01	vehicle
2330578	2330578.jpg	3399340	dugout	[0, 0, 238, 169]	shelter.n.01	structure, construction
2330582	2330582.jpg	2726632	bridge	[0, 171, 373, 105]	bridge.n.01	structure, construction
2330588	2330588.jpg	3455236	cat	[0, 203, 375, 210]	feline.n.01	animal
2330606	2330606.jpg	3436243	car	[313, 48, 187, 239]	car.n.01	vehicle
2330607	2330607.jpg	3638928	man	[11, 230, 428, 145]	man.n.01	person
2330609	2330609.jpg	2782588	table	[52, 228, 390, 146]	furnishing.n.02	instrumentality, instrumentation
2330614	2330614.jpg	3319438	bed	[9, 95, 419, 279]	furnishing.n.02	instrumentality, instrumentation
2330623	2330623.jpg	3719911	bread	[39, 68, 440, 214]	baked_goods.n.01	food, solid food
2330639	2330639.jpg	3399651	motorcycle	[9, 26, 257, 461]	motorcycle.n.01	vehicle
2330640	2330640.jpg	972801	cow	[124, 56, 292, 177]	ungulate.n.01	animal
2330645	2330645.jpg	3216588	chair	[67, 195, 227, 179]	furnishing.n.02	instrumentality, instrumentation
2330648	2330648.jpg	3055523	skier	[0, 61, 346, 440]	athlete.n.01	person
2330653	2330653.jpg	2770823	horse	[212, 142, 252, 172]	horse.n.01	animal
2330654	2330654.jpg	3025120	boy	[142, 0, 199, 327]	male_child.n.01	person
2330658	2330658.jpg	2983363	airplane	[39, 78, 421, 147]	aircraft.n.01	vehicle
2330660	2330660.jpg	2919589	dog	[41, 70, 163, 237]	dog.n.01	animal
2330661	2330661.jpg	2765913	tent	[211, 0, 280, 161]	shelter.n.01	structure, construction
2330662	2330662.jpg	2924873	tie	[186, 83, 97, 417]	neckwear.n.01	article of clothing
2330677	2330677.jpg	3106659	woman	[115, 37, 270, 294]	woman.n.01	person
2330684	2330684.jpg	3255298	jacket	[275, 33, 224, 297]	overgarment.n.01	article of clothing
2330693	2330693.jpg	2805978	chair	[54, 161, 236, 256]	furnishing.n.02	instrumentality, instrumentation
2330695	2330695.jpg	972701	bird	[115, 36, 273, 331]	bird.n.01	animal
2330700	2330700.jpg	2852114	boy	[71, 69, 122, 384]	male_child.n.01	person
2330702	2330702.jpg	3100446	woman	[121, 11, 273, 320]	woman.n.01	person
2330704	2330704.jpg	3501601	train	[287, 0, 212, 301]	train.n.01	vehicle
2330712	2330712.jpg	3485558	horse	[192, 62, 131, 232]	horse.n.01	animal
2330719	2330719.jpg	3449462	bed	[0, 177, 479, 198]	furnishing.n.02	instrumentality, instrumentation
2330745	2330745.jpg	3184606	bridge	[0, 124, 332, 258]	bridge.n.01	structure, construction
2330759	2330759.jpg	3368685	chair	[0, 110, 233, 144]	furnishing.n.02	instrumentality, instrumentation
2330760	2330760.jpg	3409288	man	[118, 83, 236, 241]	man.n.01	person
2330761	2330761.jpg	3089713	pizza	[0, 12, 478, 334]	dish.n.02	food, nutrient
2330765	2330765.jpg	3491409	plane	[0, 117, 493, 205]	aircraft.n.01	vehicle
2330779	2330779.jpg	3486601	carpet	[0, 272, 428, 103]	furnishing.n.02	instrumentality, instrumentation
2330781	2330781.jpg	2943967	chair	[13, 38, 328, 426]	furnishing.n.02	instrumentality, instrumentation
2330789	2330789.jpg	3389318	boat	[36, 182, 318, 92]	boat.n.01	vehicle
2330791	2330791.jpg	2836865	bird	[203, 107, 202, 196]	bird.n.01	animal
2330797	2330797.jpg	2936846	car	[47, 118, 399, 171]	car.n.01	vehicle
2330800	2330800.jpg	3250918	bridge	[63, 58, 438, 78]	bridge.n.01	structure, construction
2330815	2330815.jpg	972514	child	[110, 142, 191, 356]	child.n.01	person
2330820	2330820.jpg	3427951	shirt	[0, 216, 287, 138]	shirt.n.01	article of clothing
2330841	2330841.jpg	3933848	zebra	[21, 102, 331, 355]	ungulate.n.01	animal
2330842	2330842.jpg	3062596	horse	[87, 92, 298, 202]	horse.n.01	animal
2330847	2330847.jpg	3933825	zebra	[46, 34, 415, 264]	ungulate.n.01	animal
2330851	2330851.jpg	3260611	woman	[143, 22, 185, 477]	woman.n.01	person
2330859	2330859.jpg	2796134	shirt	[0, 343, 332, 156]	shirt.n.01	article of clothing
2330862	2330862.jpg	3718403	bed	[0, 38, 176, 100]	furnishing.n.02	instrumentality, instrumentation
2330865	2330865.jpg	2895016	rug	[12, 255, 481, 71]	furnishing.n.02	instrumentality, instrumentation
2330868	2330868.jpg	3340103	bowl	[103, 131, 221, 165]	vessel.n.03	instrumentality, instrumentation
2330872	2330872.jpg	3137458	ox	[31, 97, 428, 210]	ungulate.n.01	animal
2330874	2330874.jpg	3718320	train	[298, 168, 203, 165]	train.n.01	vehicle
2330878	2330878.jpg	2857443	train	[48, 62, 411, 232]	train.n.01	vehicle
2330883	2330883.jpg	3129133	table	[23, 164, 442, 212]	furnishing.n.02	instrumentality, instrumentation
2330889	2330889.jpg	3456100	chair	[245, 188, 254, 187]	furnishing.n.02	instrumentality, instrumentation
2330894	2330894.jpg	3239759	chair	[48, 183, 280, 173]	furnishing.n.02	instrumentality, instrumentation
2330907	2330907.jpg	2846096	cat	[215, 116, 284, 258]	feline.n.01	animal
2330927	2330927.jpg	3014928	table	[0, 38, 498, 337]	furnishing.n.02	instrumentality, instrumentation
2330928	2330928.jpg	3718084	jacket	[0, 215, 199, 282]	overgarment.n.01	article of clothing
2330931	2330931.jpg	2851800	counter	[0, 245, 499, 130]	furnishing.n.02	instrumentality, instrumentation
2330949	2330949.jpg	2993078	motorcycle	[96, 74, 277, 245]	motorcycle.n.01	vehicle
2330963	2330963.jpg	3333168	car	[251, 196, 248, 178]	car.n.01	vehicle
2330966	2330966.jpg	3680546	girl	[11, 50, 255, 451]	woman.n.01	person
2330968	2330968.jpg	3249621	bench	[20, 233, 315, 154]	furnishing.n.02	instrumentality, instrumentation
2330974	2330974.jpg	3318617	plane	[57, 192, 426, 160]	aircraft.n.01	vehicle
2330991	2330991.jpg	3433944	woman	[76, 5, 235, 494]	woman.n.01	person
2330997	2330997.jpg	3035829	cheese	[18, 38, 397, 365]	foodstuff.n.02	food, nutrient
2330999	2330999.jpg	3305809	jacket	[92, 167, 279, 167]	overgarment.n.01	article of clothing
2331007	2331007.jpg	3173878	airplane	[5, 160, 492, 90]	aircraft.n.01	vehicle
2331008	2331008.jpg	972388	horse	[11, 46, 174, 244]	horse.n.01	animal
2331009	2331009.jpg	3033307	child	[93, 42, 230, 286]	child.n.01	person
2331013	2331013.jpg	2939524	cat	[1, 87, 481, 191]	feline.n.01	animal
2331023	2331023.jpg	2756861	bird	[152, 0, 349, 325]	bird.n.01	animal
2331045	2331045.jpg	972369	dugout	[2, 29, 498, 138]	shelter.n.01	structure, construction
2331049	2331049.jpg	3060209	table	[0, 284, 374, 214]	furnishing.n.02	instrumentality, instrumentation
2331050	2331050.jpg	3443421	dog	[111, 65, 257, 330]	dog.n.01	animal
2331051	2331051.jpg	3361561	bed	[0, 56, 499, 276]	furnishing.n.02	instrumentality, instrumentation
2331064	2331064.jpg	3119921	girl	[185, 20, 249, 186]	woman.n.01	person
2331065	2331065.jpg	3502117	bench	[0, 111, 499, 188]	furnishing.n.02	instrumentality, instrumentation
2331070	2331070.jpg	2851725	tent	[89, 24, 378, 252]	shelter.n.01	structure, construction
2331077	2331077.jpg	3313221	girl	[83, 62, 174, 426]	woman.n.01	person
2331080	2331080.jpg	3469412	shirt	[53, 315, 428, 187]	shirt.n.01	article of clothing
2331081	2331081.jpg	3352010	house	[13, 19, 311, 235]	house.n.01	structure, construction
2331098	2331098.jpg	2950645	table	[131, 205, 300, 127]	furnishing.n.02	instrumentality, instrumentation
2331104	2331104.jpg	3279289	train	[0, 0, 500, 263]	train.n.01	vehicle
2331107	2331107.jpg	3307771	bun	[149, 64, 211, 231]	baked_goods.n.01	food, solid food
2331108	2331108.jpg	2757670	dog	[247, 0, 171, 285]	dog.n.01	animal
2331118	2331118.jpg	3090478	dog	[201, 60, 263, 171]	dog.n.01	animal
2331128	2331128.jpg	972230	girl	[174, 159, 130, 309]	woman.n.01	person
2331130	2331130.jpg	2853319	mouse	[22, 160, 477, 172]	rodent.n.01	animal
2331137	2331137.jpg	3442066	airplane	[141, 92, 356, 143]	aircraft.n.01	vehicle
2331149	2331149.jpg	3042250	airplane	[40, 55, 392, 147]	aircraft.n.01	vehicle
2331151	2331151.jpg	3220334	truck	[40, 30, 367, 302]	truck.n.01	vehicle
2331152	2331152.jpg	2811144	bed	[118, 201, 380, 130]	furnishing.n.02	instrumentality, instrumentation
2331153	2331153.jpg	3000874	bench	[64, 111, 406, 261]	furnishing.n.02	instrumentality, instrumentation
2331155	2331155.jpg	3717140	boy	[66, 50, 268, 229]	male_child.n.01	person
2331156	2331156.jpg	3443182	bed	[0, 195, 499, 147]	furnishing.n.02	instrumentality, instrumentation
2331163	2331163.jpg	3406258	woman	[0, 82, 198, 269]	woman.n.01	person
2331168	2331168.jpg	3402261	airplane	[18, 68, 463, 167]	aircraft.n.01	vehicle
2331178	2331178.jpg	3172262	train	[176, 65, 323, 268]	train.n.01	vehicle
2331179	2331179.jpg	3717025	giraffe	[249, 29, 122, 303]	ungulate.n.01	animal
2331181	2331181.jpg	3155186	desk	[31, 165, 420, 209]	furnishing.n.02	instrumentality, instrumentation
2331187	2331187.jpg	2952226	desk	[0, 187, 499, 178]	furnishing.n.02	instrumentality, instrumentation
2331190	2331190.jpg	3716977	table	[59, 136, 441, 196]	furnishing.n.02	instrumentality, instrumentation
2331193	2331193.jpg	3202021	man	[81, 163, 158, 335]	man.n.01	person
2331215	2331215.jpg	2721860	bird	[8, 121, 477, 237]	bird.n.01	animal
2331216	2331216.jpg	3089878	coat	[290, 123, 171, 209]	overgarment.n.01	article of clothing
2331223	2331223.jpg	3933381	woman	[22, 111, 291, 360]	woman.n.01	person
2331231	2331231.jpg	3067727	pitcher	[50, 28, 238, 466]	athlete.n.01	person
2331238	2331238.jpg	3266041	sheep	[43, 170, 316, 139]	ungulate.n.01	animal
2331252	2331252.jpg	3181296	cat	[0, 109, 242, 390]	feline.n.01	animal
2331259	2331259.jpg	972131	plane	[0, 96, 499, 186]	aircraft.n.01	vehicle
2331260	2331260.jpg	2720772	cheese	[12, 121, 475, 367]	foodstuff.n.02	food, nutrient
2331262	2331262.jpg	3144659	sandwich	[118, 25, 260, 192]	dish.n.02	food, nutrient
2331274	2331274.jpg	3344190	motorcycle	[27, 147, 357, 185]	motorcycle.n.01	vehicle
2331275	2331275.jpg	3026800	motorcycle	[12, 70, 333, 202]	motorcycle.n.01	vehicle
2331297	2331297.jpg	2977478	airplane	[153, 85, 346, 141]	aircraft.n.01	vehicle
2331303	2331303.jpg	2844505	plane	[95, 169, 404, 175]	aircraft.n.01	vehicle
2331308	2331308.jpg	2949669	pot	[110, 127, 200, 234]	kitchen_utensil.n.01	instrumentality, instrumentation
2331320	2331320.jpg	3425510	batter	[0, 53, 142, 278]	athlete.n.01	person
2331323	2331323.jpg	3503529	guy	[236, 0, 265, 331]	man.n.01	person
2331324	2331324.jpg	3349299	train	[0, 109, 452, 76]	train.n.01	vehicle
2331328	2331328.jpg	3413681	horse	[118, 149, 306, 307]	horse.n.01	animal
2331338	2331338.jpg	3324251	bottle	[0, 0, 103, 398]	vessel.n.03	instrumentality, instrumentation
